"artistURI","url","title","image-URL","birthPlace","birthYear","deathYear","when-acquired","dimensions","Type_URI","type","nationality_URI","nationality","collection","artistAppellationURI","artistName","credit"
"","http://www.sfmoma.org/explore/collection/artwork/114599","L.S.P. 64, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.280_04_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114578","L.S.P. 65, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.259_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114579","L.S.P. 66, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.260_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114357","L.S.P. 68, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.68_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114587","L.S.P. 69, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.268_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114580","L.S.P. 7, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.261_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114597","L.S.P. 70, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.278_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114586","L.S.P. 71, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.267_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114308","L.S.P. 75, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.20_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114497","L.S.P. 76, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.178_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114496","L.S.P. 77, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.177_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114543","L.S.P. 78, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.224_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114515","L.S.P. 8, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.196_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114549","L.S.P. 81, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.230_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114520","L.S.P. 82, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.201_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114539","L.S.P. 84 , from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.220_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114548","L.S.P. 85, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.229_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114561","L.S.P. 86, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.242_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114540","L.S.P. 87, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.221_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114550","L.S.P. 88, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.231_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114554","L.S.P. 89, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.235_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114596","L.S.P. 9, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.277_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114564","L.S.P. 90, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.245_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114516","L.S.P. 91, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.197_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114547","L.S.P. 92, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.228_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114495","L.S.P. 93, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.176_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114567","L.S.P. 94, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.248_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114542","L.S.P. 95, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.223_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
