,column_name,el_dist,jc_name,jc_num,jc_text,ks_num,mw_hist,semantic_type,target,test_name,tf_text,truth
43,WM 2014 Alle Spieler - players fifa!Age,0.648030780876,0.0,0.0,0.0,1.09384928197e-221,7.69812177847e-52,Player---age,False,world_cup_2014_squads!DateOfBirth,0.0,Player---birthDate
44,WM 2014 Alle Spieler - players fifa!Country,0.0,0.0,0.0,0.588235294118,0.0,2.06056067769e-07,SportsTeam---name,True,world_cup_2014_squads!Team,1.81520785744,SportsTeam---name
45,WM 2014 Alle Spieler - players fifa!Caps,0.0,0.0,0.0,0.0,0.0,2.14060143831e-32,Player---numberOfPlayedGames,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
46,WM 2014 Alle Spieler - players fifa!Number,0.0,0.0,0.0,0.0,0.0,0.0369239879694,Player---tag,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
47,WM 2014 Alle Spieler - players fifa!International goals,0.0,0.0,0.0,0.0,0.0,4.47992262832e-27,Player---goalScored,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
48,WM 2014 Alle Spieler - players fifa!D.O.B,0.0,0.0,0.0,0.0,0.0,1.66539326631e-54,Player---birthDate,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
49,WM 2014 Alle Spieler - players fifa!Club,0.0,0.0,0.0,0.0,0.0,7.92932953044e-43,SportsClub---name,False,world_cup_2014_squads!Team,0.0176620071063,SportsTeam---name
50,WM 2014 Alle Spieler - players fifa!Player,0.0,0.0,0.0,0.0,0.0,3.59934641533e-55,Player---name,False,world_cup_2014_squads!Team,0.00349780197337,SportsTeam---name
51,WM 2014 Alle Spieler - players fifa!Position,0.0,0.0,0.0,0.0,0.0,8.47411888999e-24,Player---playPosition,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
52,WM 2014 Alle Spieler - players fifa!Height (cm),0.0,0.0,0.0,0.0,0.0,2.85306712404e-24,Player---height,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
53,WM 2014 Alle Spieler - players fifa!Club (country),0.0,0.0,0.0,0.369565217391,0.0,1.79925606101e-26,League---name,False,world_cup_2014_squads!Team,1.65896953519,SportsTeam---name
54,WM 2014 Alle Spieler - players fifa!Age,0.0,0.0,0.0,0.0,0.0,4.67562145518e-05,Player---age,False,world_cup_2014_squads!Team,0.0,SportsTeam---name
55,WM 2014 Alle Spieler - players fifa!Country,0.0,0.0,0.0,0.0,0.0,5.10388606107e-29,SportsTeam---name,False,world_cup_2014_squads!Position,0.0,Player---playPosition
56,WM 2014 Alle Spieler - players fifa!Caps,0.0,0.0,0.0,0.0,0.0,2.03599483701e-39,Player---numberOfPlayedGames,False,world_cup_2014_squads!Position,0.0,Player---playPosition
57,WM 2014 Alle Spieler - players fifa!Number,0.0,0.0,0.0,0.0,0.0,7.11643127372e-28,Player---tag,False,world_cup_2014_squads!Position,0.0,Player---playPosition
58,WM 2014 Alle Spieler - players fifa!International goals,0.0,0.136363636364,0.0,0.0,0.0,1.81799557246e-35,Player---goalScored,False,world_cup_2014_squads!Position,0.0,Player---playPosition
59,WM 2014 Alle Spieler - players fifa!D.O.B,0.0,0.0,0.0,0.0,0.0,3.5012932413e-55,Player---birthDate,False,world_cup_2014_squads!Position,0.0,Player---playPosition
60,WM 2014 Alle Spieler - players fifa!Club,0.0,0.0,0.0,0.0,0.0,5.67942044554e-47,SportsClub---name,False,world_cup_2014_squads!Position,0.0,Player---playPosition
61,WM 2014 Alle Spieler - players fifa!Player,0.0,0.0,0.0,0.0,0.0,1.2094669578e-55,Player---name,False,world_cup_2014_squads!Position,0.0,Player---playPosition
62,WM 2014 Alle Spieler - players fifa!Position,0.0,1.0,0.0,0.0,0.0,0.949125046831,Player---playPosition,True,world_cup_2014_squads!Position,0.0,Player---playPosition
63,WM 2014 Alle Spieler - players fifa!Height (cm),0.0,0.0,0.0,0.0,0.0,5.39617064435e-35,Player---height,False,world_cup_2014_squads!Position,0.0,Player---playPosition
64,WM 2014 Alle Spieler - players fifa!Club (country),0.0,0.0,0.0,0.0,0.0,5.08554501155e-35,League---name,False,world_cup_2014_squads!Position,0.0,Player---playPosition
65,WM 2014 Alle Spieler - players fifa!Age,0.0,0.0,0.0,0.0,0.0,2.57434776618e-33,Player---age,False,world_cup_2014_squads!Position,0.0,Player---playPosition
66,WM 2014 Alle Spieler - players fifa!Country,0.0,0.0,0.0,0.0,0.0,1.68543172467e-54,SportsTeam---name,False,world_cup_2014_squads!FullName,6.58137482655e-05,Player---name
67,WM 2014 Alle Spieler - players fifa!Caps,0.022208170624,0.0,0.0,0.0,6.2784773209e-08,1.98197551651e-41,Player---numberOfPlayedGames,False,world_cup_2014_squads!FullName,0.0,Player---name
68,WM 2014 Alle Spieler - players fifa!Number,0.0231380148935,0.0,0.0,0.0,6.2784773209e-08,1.67845471655e-53,Player---tag,False,world_cup_2014_squads!FullName,0.0,Player---name
69,WM 2014 Alle Spieler - players fifa!International goals,0.0226579394932,0.0,0.0,0.0,6.2784773209e-08,3.12777204722e-49,Player---goalScored,False,world_cup_2014_squads!FullName,0.0,Player---name
70,WM 2014 Alle Spieler - players fifa!D.O.B,2.54684955288e-05,0.0,0.00924855491329,0.0,0.00485448097615,0.698344868505,Player---birthDate,False,world_cup_2014_squads!FullName,0.0,Player---name
71,WM 2014 Alle Spieler - players fifa!Club,0.0117948750685,0.0,0.0,0.0,8.52697142199e-07,1.13106971666e-27,SportsClub---name,False,world_cup_2014_squads!FullName,0.000714194882121,Player---name
72,WM 2014 Alle Spieler - players fifa!Player,0.0,0.0,0.0,0.0,0.0,0.415198362438,Player---name,True,world_cup_2014_squads!FullName,1.09487228216,Player---name
73,WM 2014 Alle Spieler - players fifa!Position,0.0,0.0,0.0,0.0,0.0,9.1033219472e-56,Player---playPosition,False,world_cup_2014_squads!FullName,3.7876730072e-05,Player---name
74,WM 2014 Alle Spieler - players fifa!Height (cm),0.0195758309618,0.0,0.0,0.0,6.2784773209e-08,6.57816235276e-52,Player---height,False,world_cup_2014_squads!FullName,0.0,Player---name
75,WM 2014 Alle Spieler - players fifa!Club (country),0.0,0.0,0.0,0.0,0.0,1.29191092437e-49,League---name,False,world_cup_2014_squads!FullName,3.78953573579e-05,Player---name
76,WM 2014 Alle Spieler - players fifa!Age,0.0227661964039,0.1,0.0,0.0,6.2784773209e-08,3.81671803719e-53,Player---age,False,world_cup_2014_squads!FullName,0.0,Player---name
77,WM 2014 Alle Spieler - players fifa!Country,0.0,0.0,0.0,0.0,0.0,5.12715792594e-35,SportsTeam---name,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
78,WM 2014 Alle Spieler - players fifa!Caps,0.0,0.181818181818,0.0,0.0,0.0,2.29073950878e-42,Player---numberOfPlayedGames,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
79,WM 2014 Alle Spieler - players fifa!Number,0.0,0.0,0.0,0.0,0.0,3.35606287451e-35,Player---tag,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
80,WM 2014 Alle Spieler - players fifa!International goals,0.0,0.0,0.0,0.0,0.0,2.55859012316e-39,Player---goalScored,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
81,WM 2014 Alle Spieler - players fifa!D.O.B,0.0,0.0,0.0,0.0,0.0,7.65207751958e-56,Player---birthDate,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
82,WM 2014 Alle Spieler - players fifa!Club,0.0,0.0,0.0,0.0,0.0,1.41812512462e-48,SportsClub---name,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
83,WM 2014 Alle Spieler - players fifa!Player,0.0,0.0,0.0,0.0,0.0,2.88587181289e-56,Player---name,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
84,WM 2014 Alle Spieler - players fifa!Position,0.0,0.0625,0.0,0.0,0.0,1.49100720492e-16,Player---playPosition,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
85,WM 2014 Alle Spieler - players fifa!Height (cm),0.0,0.0,0.0,0.0,0.0,6.08909409836e-39,Player---height,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
86,WM 2014 Alle Spieler - players fifa!Club (country),0.0,0.0,0.0,0.0,0.0,5.66762501364e-39,League---name,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
87,WM 2014 Alle Spieler - players fifa!Age,0.0,0.0,0.0,0.0,0.0,1.1008645071e-37,Player---age,False,world_cup_2014_squads!IsCaptain,0.0,Player---isCaptain
88,all_world_cup_players!IsCaptain,0.0,0.0625,0.0,0.0,0.0,7.05269379944e-15,Player---isCaptain,False,world_cup_player_ages!Position,0.0,Player---playPosition
89,all_world_cup_players!Team,0.0,0.0,0.0,0.0,0.0,4.93943209621e-29,SportsTeam---name,False,world_cup_player_ages!Position,0.0,Player---playPosition
90,all_world_cup_players!Number,0.0,0.0,0.0,0.0,0.0,3.69833197551e-23,Player---tag,False,world_cup_player_ages!Position,0.0,Player---playPosition
91,all_world_cup_players!FullName,0.0,0.0,0.0,0.0,0.0,2.22893927456e-55,Player---name,False,world_cup_player_ages!Position,0.0,Player---playPosition
92,all_world_cup_players!DateOfBirth,0.0,0.0,0.0,0.0,0.0,7.05523737545e-55,Player---birthDate,False,world_cup_player_ages!Position,0.0,Player---playPosition
93,all_world_cup_players!Club,0.0,0.0,0.0,0.0,0.0,1.54078748908e-47,SportsClub---name,False,world_cup_player_ages!Position,0.0,Player---playPosition
94,all_world_cup_players!Position,0.0,1.0,0.0,0.0,0.0,0.405860416983,Player---playPosition,True,world_cup_player_ages!Position,0.0,Player---playPosition
95,all_world_cup_players!IsCaptain,0.0,0.0,0.0,0.0,0.0,2.74725532079e-37,Player---isCaptain,False,world_cup_player_ages!Age,0.0,Player---age
96,all_world_cup_players!Team,0.0,0.0,0.0,0.0,0.0,1.68311191102e-09,SportsTeam---name,False,world_cup_player_ages!Age,0.0,Player---age
97,all_world_cup_players!Number,0.398310010378,0.0,0.142857142857,0.0,4.250186287e-167,0.000480689505083,Player---tag,False,world_cup_player_ages!Age,0.0,Player---age
98,all_world_cup_players!FullName,0.00390178410059,0.1,0.0,0.0,0.00038747852885,1.99358341287e-54,Player---name,False,world_cup_player_ages!Age,0.0,Player---age
99,all_world_cup_players!DateOfBirth,0.649475020007,0.0,0.0,0.0,1.09384928197e-221,8.52460805578e-54,Player---birthDate,False,world_cup_player_ages!Age,0.0,Player---age
100,all_world_cup_players!Club,0.0191368644421,0.0,0.000112821901398,0.0,0.000630739340278,1.37845411815e-44,SportsClub---name,False,world_cup_player_ages!Age,0.0,Player---age
101,all_world_cup_players!Position,0.0,0.0,0.0,0.0,0.0,3.1277262907e-30,Player---playPosition,False,world_cup_player_ages!Age,0.0,Player---age
102,all_world_cup_players!IsCaptain,0.0,0.0,0.0,0.0,0.0,9.70211513993e-33,Player---isCaptain,False,world_cup_player_ages!Number,0.0,Player---tag
103,all_world_cup_players!Team,0.0,0.0,0.0,0.0,0.0,0.402074604996,SportsTeam---name,False,world_cup_player_ages!Number,0.0,Player---tag
104,all_world_cup_players!Number,0.337699540099,1.0,0.954545454545,0.0,0.191611822531,0.105005014891,Player---tag,True,world_cup_player_ages!Number,0.0,Player---tag
105,all_world_cup_players!FullName,0.00389769379569,0.0,0.0,0.0,0.00038747852885,6.44441816467e-54,Player---name,False,world_cup_player_ages!Number,0.0,Player---tag
106,all_world_cup_players!DateOfBirth,0.657581181634,0.0,0.0,0.0,1.09384928197e-221,3.5403763572e-53,Player---birthDate,False,world_cup_player_ages!Number,0.0,Player---tag
107,all_world_cup_players!Club,0.0191197318029,0.0,0.000225643802796,0.0,0.000630739340278,1.80181396326e-42,SportsClub---name,False,world_cup_player_ages!Number,0.0,Player---tag
108,all_world_cup_players!Position,0.0,0.0,0.0,0.0,0.0,3.14819262452e-25,Player---playPosition,False,world_cup_player_ages!Number,0.0,Player---tag
109,all_world_cup_players!IsCaptain,0.0,0.0,0.0,0.0,0.0,8.63510972316e-35,Player---isCaptain,False,world_cup_player_ages!Country,0.0,SportsTeam---name
110,all_world_cup_players!Team,0.0,0.0,0.0,0.279069767442,0.0,0.000389886302708,SportsTeam---name,True,world_cup_player_ages!Country,1.13085356004,SportsTeam---name
111,all_world_cup_players!Number,0.0,0.0,0.0,0.0,0.0,2.48410769815e-07,Player---tag,False,world_cup_player_ages!Country,0.0,SportsTeam---name
112,all_world_cup_players!FullName,0.0,0.0,0.0,0.0,0.0,2.20743150314e-52,Player---name,False,world_cup_player_ages!Country,0.00165598435777,SportsTeam---name
113,all_world_cup_players!DateOfBirth,0.0,0.0,0.0,0.0,0.0,1.51452038603e-51,Player---birthDate,False,world_cup_player_ages!Country,0.0,SportsTeam---name
114,all_world_cup_players!Club,0.0,0.0,0.0,0.0,0.0,1.51887827622e-39,SportsClub---name,False,world_cup_player_ages!Country,0.0,SportsTeam---name
115,all_world_cup_players!Position,0.0,0.0,0.0,0.0,0.0,3.06944490942e-28,Player---playPosition,False,world_cup_player_ages!Country,0.0,SportsTeam---name
116,all_world_cup_players!IsCaptain,0.0,0.0,0.0,0.0,0.0,2.68905841463e-56,Player---isCaptain,False,world_cup_player_ages!Player,0.0,Player---name
117,all_world_cup_players!Team,0.0,0.0,0.0,0.0,0.0,1.8318129586e-55,SportsTeam---name,False,world_cup_player_ages!Player,0.0,Player---name
118,all_world_cup_players!Number,0.0,0.2,0.0,0.0,0.0,1.20774207969e-55,Player---tag,False,world_cup_player_ages!Player,0.0,Player---name
119,all_world_cup_players!FullName,0.0,0.0,0.0,0.0,0.0,0.0677934167647,Player---name,True,world_cup_player_ages!Player,0.109176604943,Player---name
120,all_world_cup_players!DateOfBirth,0.0,0.0,0.0,0.0,0.0,0.0035103056606,Player---birthDate,False,world_cup_player_ages!Player,0.0,Player---name
121,all_world_cup_players!Club,0.0,0.0,0.0,0.0,0.0,5.47969983716e-29,SportsClub---name,False,world_cup_player_ages!Player,0.00194368164557,Player---name
122,all_world_cup_players!Position,0.0,0.0,0.0,0.0,0.0,4.462827079e-56,Player---playPosition,False,world_cup_player_ages!Player,0.0,Player---name
123,bundesliga-2015-2016-rosters!Tag,0.0,0.0,0.0,0.0,0.0,2.64105206159e-50,Player---tag,False,players!displayName,0.0,Player---name
124,bundesliga-2015-2016-rosters!Birthdate,0.0,0.0526315789474,0.0,0.0,0.0,0.656002343714,Player---birthDate,False,players!displayName,0.0,Player---name
125,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,5.33494803352e-55,Player---playPosition,False,players!displayName,0.0,Player---name
126,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,9.90932017863e-55,SportsClub---name,False,players!displayName,0.0,Player---name
127,bundesliga-2015-2016-rosters!Country,0.0,0.0,0.0,0.0,0.0,9.29713403738e-47,SportsTeam---name,False,players!displayName,3.82910586896e-06,Player---name
128,bundesliga-2015-2016-rosters!Name,0.0,0.363636363636,0.0,0.00103199174407,0.0,0.130546994452,Player---name,True,players!displayName,0.204420576485,Player---name
129,bundesliga-2015-2016-rosters!Tag,0.0,0.0,0.0,0.0,0.0,9.54562324942e-42,Player---tag,False,players!firstName,0.0,Player---givenName
130,bundesliga-2015-2016-rosters!Birthdate,0.0,0.125,0.0,0.0,0.0,1.16110318089e-14,Player---birthDate,False,players!firstName,0.0,Player---givenName
131,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,1.13858109475e-50,Player---playPosition,False,players!firstName,0.0,Player---givenName
132,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,7.05465454124e-49,SportsClub---name,False,players!firstName,0.0,Player---givenName
133,bundesliga-2015-2016-rosters!Country,0.0,0.0,0.0,0.0,0.0,5.33119343462e-35,SportsTeam---name,False,players!firstName,0.0,Player---givenName
134,bundesliga-2015-2016-rosters!Name,0.0,0.444444444444,0.0,0.00122549019608,0.0,3.01362442064e-17,Player---name,False,players!firstName,0.413921279392,Player---givenName
135,bundesliga-2015-2016-rosters!Tag,0.0,0.0,0.0,0.0,0.0,4.01205518704e-50,Player---tag,False,players!shortName,0.0,Player---name
136,bundesliga-2015-2016-rosters!Birthdate,0.0,0.125,0.0,0.0,0.0,0.504914418138,Player---birthDate,False,players!shortName,0.0,Player---name
137,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,6.56365138453e-55,Player---playPosition,False,players!shortName,0.0,Player---name
138,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,1.31305415989e-54,SportsClub---name,False,players!shortName,0.0,Player---name
139,bundesliga-2015-2016-rosters!Country,0.0,0.0,0.0,0.0,0.0,1.6778019035e-46,SportsTeam---name,False,players!shortName,4.00413798342e-06,Player---name
140,bundesliga-2015-2016-rosters!Name,0.0,0.444444444444,0.0,0.0,0.0,0.0846792615277,Player---name,True,players!shortName,0.0028557499155,Player---name
141,bundesliga-2015-2016-rosters!Tag,0.0,0.0,0.0,0.0,0.0,1.2472412388e-48,Player---tag,False,players!lastName,0.0,Player---familyName
142,bundesliga-2015-2016-rosters!Birthdate,0.0,0.0625,0.0,0.0,0.0,0.018879274895,Player---birthDate,False,players!lastName,0.0,Player---familyName
143,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,3.62960531634e-54,Player---playPosition,False,players!lastName,0.0,Player---familyName
144,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,1.33657864814e-53,SportsClub---name,False,players!lastName,0.0,Player---familyName
145,bundesliga-2015-2016-rosters!Country,0.0,0.0,0.0,0.0,0.0,2.09626447927e-44,SportsTeam---name,False,players!lastName,1.00597034009e-05,Player---familyName
146,bundesliga-2015-2016-rosters!Name,0.0,0.5,0.0,0.0,0.0,0.000855897952487,Player---name,False,players!lastName,0.00764970268351,Player---familyName
147,bundesliga-2015-2016-rosters!Tag,0.0,0.0833333333333,0.0,0.0,0.0,0.0,Player---tag,False,players!leagueName,0.0,League---name
148,bundesliga-2015-2016-rosters!Birthdate,0.0,0.0555555555556,0.0,0.0,0.0,0.0,Player---birthDate,False,players!leagueName,0.0,League---name
149,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,0.0,Player---playPosition,False,players!leagueName,0.0,League---name
150,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,0.0,SportsClub---name,False,players!leagueName,0.0,League---name
151,bundesliga-2015-2016-rosters!Country,0.0,0.0,0.0,0.0,0.0,0.0,SportsTeam---name,False,players!leagueName,0.0,League---name
152,bundesliga-2015-2016-rosters!Name,0.0,0.4,0.0,0.0,0.0,0.0,Player---name,False,players!leagueName,0.0,League---name
153,bundesliga-2015-2016-rosters!Tag,0.0,0.0,0.0,0.0,0.0,3.25292736656e-50,Player---tag,False,players!fullName,0.0,Player---name
154,bundesliga-2015-2016-rosters!Birthdate,0.0,0.0625,0.0,0.0,0.0,0.578053734399,Player---birthDate,False,players!fullName,0.0,Player---name
155,bundesliga-2015-2016-rosters!Position,0.0,0.0,0.0,0.0,0.0,5.9153593998e-55,Player---playPosition,False,players!fullName,0.0,Player---name
156,bundesliga-2015-2016-rosters!Club,0.0,0.0,0.0,0.0,0.0,1.14012718877e-54,SportsClub---name,False,players!fullName,0.0,Player---name
