"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51"
"1240000.0","923.5177530177","3400000.0","103599.52441344","0.400000006","468654.0","1428.0","53.4","40.3","76.0","9.8","","1.94","12.4","3.47","0.12","0.0","0.0","80.9","54.0","73.0","24.4","","20.6","23.0","10.2","10.0","","5325.0","233.0","1988-08-01","Mayor","Canada","","Mayor%E2%80%93council_government","99612","-5","IR","Municipal_corporation","Nash, TX","Partapur","Tuyserkan","Kentucky","articles Related to Cagayan de Oro","libreo/a","Central_Time_Zone_(North_america)","City of Roses","""""""On the shores of beautiful Clear Lake""""""","http://www.cityoftroymiouri.com/","azalea","+98 (232)","38.303333333333335 -84.14611111111111"
"7900000.0","1063.2481241942","5775673.48604928","258998.8110336","8.6999998093","211313.0","366151.0","57.6","49.0","53.0","1.6","","1.92","9.0","276.7","0.69","0.47","0.0","91.9","68.0","66.3","7.0","","49.0","22.3","78.0","1.0","","1142.0","321.8688","1784-09-01","Council Member","United_States","","Council%E2%80%93manager_government","721000","-5","US-MI","Municipal Status","Newburg","Rajgamar","Moundsville, West Virginia","United_States","Stations on the Shoranur - Cochin Harbour section","Durhamite","Indian_Standard_Time","Kaolin Capital of the World","aedificemus","http://www.santa-clarita.com/","Dianthus_caryophyllus","461","20.65 -102.8"
"2538188.34812928","290.2716027922","6.592E7","207199.04882688","21.0699996948","2046189.0","2069.0","78.0","41.4","41.6","10.4","","15.7","2.8","6.84","3.7","0.1","0.34","82.0","60.4","77.0","0.0","","6.0","21.4","18.2","3.0","","597.0","288.9504","1869-03-23","Mayor","Mexico","","Council%E2%80%93manager_government","64030","2","US-MI","Established","Gresham, OR","Tufanganj","Dresden, Kansas","Maharashtra","Religions in ausa","Vallisoletano","UTC -3","Ciudad de los Mangos(Spanish)","""""""The Poibilities are Endle""""""","http://www.koprivnica.hr/","asian skunk cabbage","506","39.63722222222222 -104.94722222222222"
"1.9E7","700.0032134375","4843277.76632832","0.0","77.9599990845","640000.0","6690.0","71.0","74.0","43.0","10.1","","5.3","1.39","32.0","5.4","0.0","0.01","92.0","67.0","67.7","10.0","","43.4","37.6","34.5","2.0","","892.0","282.8544","1939-12-20","Mayor","United_States","","Faulkner_act_(Mayor-Council)","44820","-5","MX","Founded","Zhaotong","Mukasipidariyur","Rozel, Kansas","Sullivan_County,_New_Hampshire","Religions in Thiruvananthapuram","Portocruzano/a","Indian_Standard_Time","Pompeii of the East, The city of 1000 columns","""Fighting for Excellence!; """"Bawal ang Tamad sa Olongapo""""""","http://ci.harrisonville.mo.us/","Cosmos_(plant)","313, 734","21.85 -102.71666666666667"
"414398.09765376","89.0","5024576.93405184","0.0","1.4900000095","28789.0","2827.0","63.3","42.0","65.0","0.2","","1.61","1.4","24.4","1.1","0.08","2.0","90.0","60.9","67.6","0.5","","40.7","47.0","41.0","18.0","","7.0","21.0","1845-06-14","Mayor","Jordan","","Mayor%E2%80%93council_government","78611","-4","US-TX","Founded","Winterset","Yosano","???","Shiyan","Village Nurseben","Mioulian","Central_Time_Zone_(North_america)","Turmeric City","""""""Village By The Sea """"""","http://www.visitmakaar.net/","Chrysanthemum","870","46.67444444444445 -96.80361111111111"
"3.26597500713369E7","260.7","2.64696784876339E7","0.0","1.8799999952","56219.0","10826.0","66.0","34.0","43.6","0.4","","5.75","0.2","5.1","24.7","0.0","0.0","92.0","54.0","66.0","0.2","","43.0","12.6","20.2","1.4","","1102.0","134.112","1895-04-17","Mayor","United_States","","Mayor%E2%80%93council_government","60185, 60186","-8","IR","Incorporated","Petaluma, Ca","Umreth","Bangs, Texas","United_States","articles Related to Cabanatuan","Cabuyeos","Eastern_Time_Zone","""""""MoVal""""""","Tu malum sedet, si tu iam est.","http://www.lakequivira.org/","Satsuki_azalea","260","41.24305555555556 -82.61138888888888"
"1110000.0","49.536906941","7251966.7089408","25899.88110336","6.3099999428","64487.0","1314.0","72.0","28.8","39.5","11.1","","66.3","0.26","1.92","3.4","0.0","0.452","88.0","67.0","78.2","11.1","","29.1","44.4","38.3","1.0","","102.0","82.9056","1955-05-24","Party Secretary","United_States","","City_commiion_government","263001/263002","-6","US-Va","Foundation","Hartford City, Indiana","Kumarapuram","City of Ontario","Minnesota","Memoirs of the Rev. Walter M. Lowrie: miionary to China","Lahore","Central_European_Time","Gateway to Lake Wobegon","""""""The Heart Of LeSueur County""""""","http://www.adelaidechurchill.ca/","azalea","701","33.93194444444445 -117.94611111111111"
"7.769964331008E7","68.8420148681","1294994.055168","180000.0","0.6800000072","514074.0","9900.0","61.0","32.0","","9.0","","79.4","5.51","2.15","0.4","0.278","0.0","85.7","58.0","","10.9","","46.6","26.0","","3.8","","1201.0","525.0","1698-10-12","Mayor","United_States","","List_of_cities_and_towns_in_Colorado","30474-30475","0.1875","MX","Municipal_corporation","Jiyuan","Hasilpur","Easton, Maryland","United_States","Religions in ahmedpur","Nanjinger","Eastern_Time_Zone","Isloo, The Green City","""""""Vibrant - Safe - Beautiful""""""","http://www.elazig.bel.tr/","Chrysanthemum","954, 754","36.385555555555555 -84.88555555555556"
"4.96086322653757E7","103.5","3107985.7324032","0.0","0.0","30424.0","12883.0","76.0","40.0","","10.3","","0.88","2.6","1.32","11.8","0.0","0.0","79.3","50.4","","1.0","","38.0","36.0","","4.8","","3297.0","273.0","1888-01-25","Mayor","India","","Mayor%E2%80%93council_government","35350","-4","IR","Incorporated","Muscat","Kherli","Rogue River, Oregon","Rajasthan","Religions in aligarh","Bareilite","Eastern_Time_Zone","Tigrarna","Where life is always looking up!","www.cityoflakeparkga.com","Cherry_bloom","785","11.25 75.77"
"3730000.0","1161.8","1035995.2441344","30000.0","2.8800001144","69916.0","619.0","67.0","29.5","","6.2","","86.92","0.64","0.49","0.94","0.0","0.0","60.9","54.1","","11.0","","48.0","26.7","","5.6","","505.0","466.9536","2003-02-28","Prov. riding","United_States","","Kalmunai_Municipal_Council","213000, 213100 (Urban center)","8","US-aK","Incorporated","Irvine, California","Balasore","Coffeyville, Kansas","Japan","articles related to Lahore","aresanos","Iran_Standard_Time","1802 Birthplace of Western New York","""""""Steer Our Way!""""""","Official website","Marubasatsuki","914283","47.63027777777778 -122.21666666666667"
"2330989.2993024","181.2749634357","6.23E7","0.0","6.2100000381","275549.0","1015.0","73.0","48.0","","3.8","","1.92","0.11","60.0","2.86","0.1","0.3","84.2","53.3","","10.9","","87.0","34.6","","2.6","","1601.0","104.0","1902-08-04","Deputy Mayor","China","","City","51525","-7","US-KS","Founded","Newburyport, Ma","Tamazula de Gordiano","???","Lonoke_County,_arkansas","articles Related to Imus","alderetense","Eastern_European_Time","""""""Stockton; Stakitas; FS""""""","a past with pride ... a future with promise","http://www.ci.dael.mn.us","Erythronium_japonicum","246","4.598055555555556 -74.07583333333334"
"7769964.331008","425.7548502248","2.79718715916288E7","0.0","0.0299999993","5700256.0","42491.0","57.8","55.0","","11.5","","16.3","1.5","7.3","3.08","0.0","0.0","87.0","57.0","","7.9","","47.7","23.0","","11.9","","843.0","1620.9264","1849-03-02","Municipal Clerk","azerbaijan","","Mayor%E2%80%93council_government","8879","6","US-Wa","Municipal_corporation","Palakkad","Xinzheng","Lakewood, Washington","Manmunai North","Religions in Chennai","mercedeo","Central_Time_Zone_(North_america)","""""""Furniture City"""", """"GR""""""","Take Pride In Parsons!","www.rotan.org","Narcius_(plant)","(0)898","35.76888888888889 -119.24694444444444"
"2.4413E7","1222.244993082","1350000.0","103599.52441344","0.0","212752.0","23118.0","87.5","31.0","","4.0","","10.85","0.38","28.8","38.42","0.0","1.5","81.0","62.0","","4.0","","72.3","72.0","","3.0","","1066.0","276.1488","2006-01-01","administrative body","India","","Council%E2%80%93manager_government","P6a, P6B, P6C","-8","US-aK","Incorporated_town","Dothan, alabama","Valaichchenai","Bathgate, North Dakota","Georgia_(U.S._state)","articles Related to Bacoor","Minotian or Minoter","Central_Time_Zone_(North_america)","O-Town","""""""Help america Discover Columbus...""""""","http://www.cityofgirard.com/","azalea and Cosmos","319","-7.333333333333333 108.2"
"1.03858523224473E7","389.4226371059","2200000.0","0.0","76.9100036621","1904427.0","360.0","68.0","33.6","","8.0","","881.9","13.5","49.7","11.35","0.0","0.0","88.0","64.0","","1.2","","42.0","26.7","","3.7","","2831.0","239.8776","1894-04-16","Mayor of Newport","India","","Council%E2%80%93manager_government","47390","-5","IR","Incorporated","York, Pennsylvania","Draga","Nocona, Texas","Ohio","Conquest of Southwest Kansas","melillan","Central_Time_Zone_(North_america)","""""""Brum"""", """"The Second City"""",""","Home of Hughes Springs Hank","http://www.cityofwalford.com","Camellia","961","31.747222222222224 54.208888888888886"
"1270000.0","338.3799317466","725196.67089408","4506579.31198464","0.0","806988.0","9565.0","71.0","41.0","","11.3","","23.7","0.06","0.85","2.815","0.0","0.0","74.2","58.6","","13.7","","41.0","67.0","","13.0","","4783.0","131.9784","1874-02-19","City Clerk","United_States","","Council%E2%80%93manager_government","496197","-4","US-ND","Municipal_corporation","ailey","Nagano","Sujawal","Maricopa_County,_arizona","articles Related to Taytay, Rizal","Kurunegalians","Central_Time_Zone_(North_america)","""""""Partnership' Planning' and Preservation """"""","""""""Land Of Lakes & Pines""""""","http://www.historicsumpter.com","Rhododendron","515","32.71527777777778 -97.01694444444445"
"1.2189E7","343.9398028296","160000.0","340000.0","2.3900001049","97581.0","14587.0","69.0","31.4","","8.6","","15.1","0.52","195.7","2.782","0.28","0.0","85.0","63.0","","6.0","","44.9","35.3","","6.2","","614.0","1898.904","1911-05-24","Mayor","United_States","","Mayor","56536","2","US-OH","Incorporated","Jaffna","Pachperwa","Searcy, arkansas","Kansas","Other articles related to Houston","Hautean/Hautian","Central_Time_Zone_(North_america)","The Town That Coal Built","""""""The jonquil city with beautiful Park's Thriving busine' great location and bright plans for the future""""""","http://www.petersburg-va.org/","Satsuki azalea and rose","573","38.75805555555556 -83.8825"
"1.91E7","232.1632279316","6915268.25459712","77699.64331008","0.4699999988","5463857.0","2071.0","66.8","36.0","","13.0","","0.65","59.33","27.0","5.06","0.0","0.0","84.0","68.2","","8.9","","28.0","17.0","","4.7","","1657.0","313.0296","1879-06-23","Federal riding","United_States","","Mayor%E2%80%93council_government","76273","-6","US-MN","Municipal_corporation","Canberra","Gopamau","Oxford","United_States","articles relating to Orlando and Orange County","Santa Rosense","Indian_Standard_Time","K-Town","""""""The Place To Be""""""","http://www.ci.mcminnville.or.us","Chrysanthemum morifolium","435","33.43611111111111 -101.64472222222223"
"5850000.0","340.0015608125","2564088.22923264","0.0","60.7900009155","1.8768395E7","49138.0","72.6","40.5","","1.5","","31.49","5.54","3.21","0.22","0.0","0.0","83.0","37.3","","1.0","","39.0","9.9","","7.2","","2126.0","156.0576","1907-07-02","J. Turner","United_States","","City_commiion_government","83854","-5","US-MN","Incorporated","Fort Worth, Texas","Balapur","De Valls Bluff, arkansas","United States","articles Related to Tagum","puntaesteo","Central_Time_Zone_(North_america)","The Spirit of the East, The Emerald City, G-Vegas","Floreat Swansea","http://www.franklinky.org/","azalea","115","29.366666666666667 -94.9738888888889"
"6060000.0","457.0291250667","3.196E7","0.0","0.0399999991","1254066.0","8278.0","80.0","35.1","","2.0","","9.19","0.14","3.3","0.71","0.0","0.0","91.0","83.0","","12.2","","85.0","17.1","","0.1","","863.0","0.0","1891-03-26","Mayor","United_States","","Local_government_in_Wales","99576","0.145833333333333","US-KS","Municipal_corporation","Jiujiang","Killai","Navegantes","Texas","Neighbouring towns, villages and places.","Chennaite","Mountain_Time_Zone","California's Country Music Capital, B-Town, Bako, Nashville West","""""""The CENTER of Southern Middle Tenneee""""""","http://www.semarang.go.id/","Chrysanthemum","907","38.113055555555555 -122.23583333333333"
"4710000.0","103.2823274101","4.4029797875712E7","1.70421217660108E7","29.8199996948","201890.0","4388.0","83.0","38.7","","10.9","","61.31","0.5","6.92","0.73","0.0","0.01","85.0","52.8","","16.0","","53.0","35.0","","1.6","","236.0","224.028","1888-01-21","State Senate","India","","Mayor%E2%80%93council_government","76690","-5","SI","Incorporated","Wyoming, Michigan","Industry, California","Normandy Park, Washington","United_States","Religions in Kamptee","Wikt:Thealonian","Eastern_European_Time","""""""City of Native Stone Set in the Foothills""""""","""""""alaska's Emerald Isle""""""","http://www.yangmei.gov.tw/","Rhododendron_dauricum","+54 3455","30.558888888888887 49.198055555555555"
"3000000.0","267.9548980285","5438975.0317056","0.0","1.5800000429","23316.0","30951.0","79.0","59.9","","2.7","","11.6","1.4","7.3","5.465","0.0","0.02","74.0","61.0","","0.5","","37.1","8.1","","10.9","","686.0","137.8","1951-05-12","Mayor","Serbia","","Council%E2%80%93manager_government","56335","-6","Ca-SK","Settled","Lipik","Ramygala","Caribou, Maine","Miouri","Division of population by sector in the city of Gatineau.","oranense","Central_Time_Zone_(North_america)","History in Progre","""""""Living, Working, Relaxing...and Loving It""""""","http://www.presqueisle.govoffice2.com/","Rhododendron","320","38.03 -78.47888888888889"
"1.53E8","654.9064813197","6000000.0","0.0","0.0500000007","341625.0","1.0357938E7","61.4","48.0","","6.0","","1.32","0.49","92.71","6.35","0.0","0.1","89.0","50.0","","10.2","","69.0","43.0","","6.6","","869.0","331.9272","1943-11-18","Mayor","Czech_Republic","","Mayor%E2%80%93council_government","91702","-4","US-Ca","Settled","Reus airport","Sainte-agathe-des-Monts","Ramos Mejia","Province_of_Seville","articles Related to Lipa, Batangas","Bakersfieldian","Central_Time_Zone_(North_america)","The Most Historic Small Town in Texas","Home of the Good Earth","http://www.lhcaz.gov/","azalea","763","-42.766666666666666 -65.05"
"2615887.99143936","257.5301397478","5413075.15060224","36000.0","0.2899999917","6240.0","49230.0","62.8","47.0","","9.0","","8.31","1.9","26.8","3.2","0.03","0.0","86.0","60.0","","7.8","","34.8","52.3","","0.5","","499.0","534.0096","1887-06-28","Mayor","India","","Council%E2%80%93manager_government","51249","-4","US-ND","Renamed","amarillo, Texas","Ushiku","Capilla del Seor","United_States","Jungli City","Yonkersite","Iran_Standard_Time","Utah's City of Trees","The Capital of Silicon Valley","http://www.bandung.go.id/index.php","Yuzu","907","45.356944444444444 -84.22583333333333"
"830000.0","469.3071737083","9840000.0","0.0","0.0","77079.0","96578.0","73.4","41.0","","","","8.55","1.25","144.8","0.37","0.0","0.49","92.0","60.0","","","","66.0","11.0","","","","801.0","317.0","1891-12-22","Mayor","United_States","","Council%E2%80%93manager_government","55979","8","IR","Settled","Melbourne","Karumandi Chellipalayam","Keota, Iowa","Miouri","articles Related to San Jose","victoriense","Central_Time_Zone_(North_america)","Caketown","""""""The Friendly City""""""","http://www.shuozhou.gov.cn","Cherry_bloom","781 / 339","38.889722222222225 -98.85722222222222"
"2330989.2993024","136.4871130448","1970000.0","0.0","0.0","424858.0","11336.0","75.8","51.0","","","","5.0","2.2","11.2","1.7","0.13","0.0","81.6","66.0","","","","42.0","44.0","","","","1037.0","322.0","1851-02-06","Mayor","United_States","","Council%E2%80%93manager_government","14701, 14702","2","US-KS","Incorporated","Osceola, NE","Kansas City, Miouri","Napaskiak","United_States","Places in Louisville Metro","Euclidean","Central_Time_Zone_(North_america)","West Sac","""""""a Tradition of Innovation""""""","http://www.amioun.org","Salvia_splendens","712","29.766666666666666 81.28333333333333"
"3550000.0","378.0712336448","4920977.4096384","0.0","14.3100004196","850750.0","5019.0","69.0","75.0","","","","9.04","0.31","39.6","0.6","0.0","0.06","87.7","51.6","","","","64.0","40.0","","","","4465.0","126.0","2001-02-28","MLa","India","","Saguenay_City_Council","50068","-5","IR","Incorporated","Jinghong","Wright Morris Boyhood House","City of Pismo Beach","DeWitt_County,_Texas","City map","Indori, indorians","Indian_Standard_Time","Paris of the East","Little Country Town, Big on Friendly","http://www.remscheid.de/","Kerria_(plant)","09132 (OT Neuses),","34.04527777777778 -85.0575"
"1450000.0","322.4725228147","2.701E7","77699.64331008","38.0","89513.0","5238.0","60.8","38.8","","","","1.61","24.1","4.7","5.76","0.1","0.0","83.4","65.4","","","","66.0","32.0","","","","1352.0","24.0792","1758-11-27","Mayor","United_States","","Council%E2%80%93manager_government","31765","-6","IR","Incorporated","Udupi","Dugo Selo","Munford, Tenneee","United_States","Destinations from Sheikhupura","Muntu","Pakistan_Standard_Time","The Heart of Tipton County","""""""Home of the best water on Earth""""""","http://www.breckenridgemn.net/","Kerama azalea","450 and 579","18.233333333333334 -99.66666666666667"
"7700000.0","360.3","1450000.0","10359.952441344","0.4499999881","960906.0","413.0","104.0","62.0","","","","21.5","3.4","69.18","3.2","0.0","0.0","89.8","64.0","","","","34.4","43.9","","","","751.0","1301.0","1949-01-01","Mayor (alcalde)","United_States","","Mayor%E2%80%93council_government","2301","-6","CN","Founded","Varadin","arvi","Khezerlu","United_States","Capital of Gyeongsangnam-do","Saskatonian","Central_Time_Zone_(North_america)","NRW.","It's that friendly.","http://www.eastlakeohio.com/","azalea","901","40.91444444444444 -96.52888888888889"
"3263385.01902336","289.538008691","880000.0","783000.0","0.0","763700.0","2939.0","83.0","45.0","","","","1.55","6.6","4.0","0.34","0.0","0.0","88.9","67.5","","","","53.0","39.0","","","","217.0","1495.0","1940-05-07","City Council","United_States","","Council%E2%80%93manager_government","78832","?5","ID","Incorporated","Milpitas, California","Nanporo","City of Firebaugh","Tenneee","Yilan City","","Greenwich_Mean_Time","The Texas Riviera","Providentiae memor","http://www.cityofpowdersprings.org/","azalea","617 / 857","35.343333333333334 52.0675"
"5.03105190432768E7","320.5","400000.0","0.0","0.0","1645015.0","57360.0","57.6","34.1","","","","7.8","7.23","13.8","0.55","0.0","0.01","80.1","58.0","","","","66.0","19.5","","","","1414.0","191.0","1946-10-15","Mayor","Ukraine","","Mayor%E2%80%93council_government","99033","-5","US-Ca","Municipal_corporation","Lancaster, California","Jammu","Longville, Minnesota","Texas","articles Related to Talisay, Negros Occidental","","Time_in_azerbaijan","Rider Town","First City on the Miouri & Valley of adventure","http://cityofvicco.com/","Salvia_splendens","(+351) 239 XX XX XX","38.26083333333333 -96.82166666666667"
"9610000.0","4509.0","3.2784E7","3370000.0","31.4099998474","57765.0","20705.0","60.1","38.0","","","","8.75","14.6","0.921","4.7","0.0","0.3","86.9","68.0","","","","63.8","10.0","","","","1919.0","75.0","1959-02-11","Mayor","Uruguay","","Devolution","67444","-4","US-MO","List_of_towns_in_alberta","Dhubri","Myede","Miion Woods, Kansas","Kentucky","Religions in Hingoli","","Pacific_Time_Zone","Metro Manila's ProbinSyudad","""""""People, Pride, Progre""""""","http://www.cityofarmstrong.bc.ca","Cherry_bloom","(+387) 36","45.3057 -93.7942"
"2693587.63474944","351.0440825468","3880000.0","0.0","71.8000030518","3269814.0","76616.0","79.0","41.0","","","","232.1","3.83","7.0","1.06","0.03","0.0","78.0","53.9","","","","61.2","75.0","","","","1129.0","612.0384","1906-11-10","Mayor","United_States","","Mayor%E2%80%93council_government","562400","1","MR","Incorporated","Gladstone","Purushottamnagar","Lorena, Texas","Kidder_County,_North_Dakota","articles Related to Tanauan, Batangas","","Central_Time_Zone_(North_america)","Queen of the Nooksack Valley","Wikt:excelsior","http://www.cityofstilwell.com","azalea","+54 3564","33.53861111111111 -112.18638888888889"
"1.40895353202278E7","615.4","1.339E7","0.0","1.0","2262605.0","18513.0","57.0","21.5","","","","23.29","0.91","3.47","35.03","0.26","0.09","88.0","59.1","","","","38.0","12.0","","","","1194.0","733.044","1927-11-07","Governing Body","China","","Council%E2%80%93manager_government","56051","-5","US-aR","Incorporated","Port Colborne","Kannod","Guadalupe","United_States","Religion in Kolkata","","Iran_Standard_Time","The Heart of Broward County","""""""The Loveliest Village On The Plains""""""","http://cityofbigwells.org/","Touteiran","765","47.519444444444446 -100.89083333333333"
